purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:npm/extend-shallow,extend-shallow,npm,dormant,broad,0,1,switch-piecemeal,,"With 931k dependent repos, no single alternative can coordinate an ecosystem-wide migration. Dependents should evaluate what works for their context: native Object.assign (ES2015+), spread operator, or inline the 40-line logic. The package is stable but unmaintained.",llm,0.9,931824,use,859,119,0,0,https://github.com/jonschlinkert/extend-shallow
pkg:npm/figures,figures,npm,dormant,broad,0,0,accept,,"With 931k dependents scattered across the ecosystem, migration is impractical. Code is stable and low-risk when pinned; no drop-in alternative provides the same symbol mappings.",llm,0.87,931471,ignore-by-default,943,4,0,0,https://github.com/sindresorhus/figures
pkg:npm/history,history,npm,dead,broad,0,0,accept,,History is stable across 930k dependents with no active maintenance since 2022. Pin a version and accept distributed maintenance burden; the library is unlikely to need updates unless browser history APIs fundamentally change.,llm,0.85,930208,,3061,102,0,0,https://github.com/remix-run/history
pkg:npm/builtins,builtins,npm,dormant,broad,0,0,vendor,,"At 248 lines with single dependency, copying this into your project is safer than waiting for updates. For Node.js 9.3+, use the built-in `require('module').builtinModules` instead, or hardcode the builtins you actually need.",llm,0.85,929408,rollup-plugin-auto-external,248,8,0,0,https://github.com/juliangruber/builtins
pkg:npm/npm-run-path,npm-run-path,npm,dormant,broad,0,0,accept,,"Small, stable utility doing one specific task (prepend node_modules/.bin to PATH). 928k repos depend on it; no viable alternatives exist. Pin to 4.0.0, audit once, carry minimal risk.",llm,0.85,928087,prebuildify,351,6,0,0,https://github.com/sindresorhus/npm-run-path
pkg:npm/tiny-invariant,tiny-invariant,npm,dormant,inlineable,0,0,vendor,,"The package is only 23 lines of stable, zero-dependency code across 927k dependents—coordination is impractical, and each project should inline the assertion logic instead of maintaining the external dependency.",llm,0.92,927063,,23,5,0,0,https://github.com/alexreardon/tiny-invariant
pkg:npm/async,async,npm,dormant,broad,0,0,accept,,Foundational utility with no runtime dependencies and no unresolved advisories. Dormancy isn't a blocker for the ecosystem; pin the version and migrate to native Promises / async-await as code is refactored.,llm,0.95,926631,,2158,299,0,0,https://github.com/caolan/async
pkg:npm/json-parse-better-errors,json-parse-better-errors,npm,unknown,inlineable,0,0,vendor,,Unmaintained for 8 years but requires no maintenance — 228 LOC with zero runtime dependencies. Copy the parse function into your codebase and drop the dependency.,llm,0.85,925320,node-fetch-npm,228,6,0,0,https://github.com/zkat/json-parse-better-errors
pkg:npm/warning,warning,npm,dormant,broad,0,1,vendor,,This is a stable 176-line mirror of Facebook's warning utility used across 924k repos. Copy the code into your project to eliminate the dependency on dormant infrastructure.,llm,0.8,924753,,404,12,0,0,https://github.com/berkeleytrue/warning
pkg:npm/tweetnacl,tweetnacl,npm,dormant,kitchen-sink,0,0,switch-piecemeal,,"Crypto library with multiple primitives. WebCrypto API covers X25519, Ed25519, SHA-512 (as documented in README); evaluate alternatives for remaining use cases.",llm,0.8,923630,,23875,601,1,0,https://github.com/dchest/tweetnacl-js
pkg:npm/defer-to-connect,defer-to-connect,npm,unknown,broad,0,0,vendor,,"Tiny utility (170 lines, zero runtime deps) for socket connect event handling. Small enough to inline into the packages directly depending on it, eliminating the dead dependency.",llm,0.82,917975,@szmarczak/http-timer,301,20,0,0,https://github.com/szmarczak/defer-to-connect
pkg:npm/spdx-exceptions,spdx-exceptions,npm,unknown,broad,0,0,vendor,,"This package is a static list of SPDX exception identifiers, last updated 800+ days ago and marked deprecated. At 87 lines with no dependencies, most projects should copy this data directly rather than depend on unmaintained infrastructure.",llm,0.85,916734,spdx-expression-parse,215,5,0,0,https://github.com/kemitchell/spdx-exceptions.json
pkg:npm/assert-plus,assert-plus,npm,unknown,broad,0,0,accept,,"Stable and dependency-free with low maintenance risk. Pin the version; modern projects should use TypeScript and schema validators, but migration is unnecessary for existing dependents.",llm,0.75,916223,http-signature,785,29,0,0,https://github.com/mcavage/node-assert-plus
pkg:npm/tsconfig-paths,tsconfig-paths,npm,dormant,broad,0,0,accept,,Dormant 3+ years but code is stable and small. Resolves TypeScript path mappings at runtime—no maintained replacement exists. Pin versions and monitor dependencies. ts-node users can use its built-in path mapping support instead.,llm,0.85,914913,,1941,169,0,0,https://github.com/dividab/tsconfig-paths
pkg:npm/source-map-loader,source-map-loader,npm,dead,broad,1,0,switch,,"Maintainers deprecated this in favor of webpack's built-in source mapping (configured via `devtool` option). For webpack users, migrate configuration instead of replacing packages.",llm,0.88,914893,,873,63,0,0,https://github.com/webpack-contrib/source-map-loader
pkg:npm/es-shim-unscopables,es-shim-unscopables,npm,dormant,broad,0,0,accept,,"Small, stable ES2015 spec-compliance shim used transitively by hundreds of thousands of projects. Pin the version and monitor its runtime dependency (hasown); reinvestigation only needed if hasown becomes unmaintained.",llm,0.72,910421,array.prototype.tosorted,325,10,0,0,https://github.com/ljharb/es-shim-unscopables
pkg:npm/http-signature,http-signature,npm,dead,broad,0,0,accept,,HTTP Signature is a niche protocol with no maintained npm alternative. Most 905k dependents are transitive; pin the version and audit the unpublished advisory. Migrate only if you actively sign requests in security-critical code.,llm,0.75,905940,request,702,164,0,0,https://github.com/tritondatacenter/node-http-signature
pkg:npm/arr-union,arr-union,npm,unknown,broad,0,0,vendor,pkg:npm/array-union,"Static utility small enough to inline; unmaintained for 10 years but functionality is stable. For performance-critical code, vendor locally. For most projects, switch to array-union or native `[...a, ...b]` with Set deduplication.",llm,0.88,903862,class-utils,595,36,0,0,https://github.com/jonschlinkert/arr-union
pkg:npm/pluralize,pluralize,npm,unknown,broad,0,0,accept,,Stable utility with no runtime dependencies and minimal maintenance surface. Pin the version for most projects; vendor only if your project requires zero unmaintained code.,llm,0.85,902979,,1281,25,0,0,https://github.com/blakeembrey/pluralize
pkg:npm/jsbn,jsbn,npm,unknown,broad,0,0,accept,,jsbn is stable but outdated—it predates native BigInt by decades. New code should use native BigInt; existing dependents can safely pin this version. Consider migration only if doing major rewrites.,llm,0.85,900521,sshpk,1672,441,0,0,https://github.com/andyperlitch/jsbn
pkg:npm/%40szmarczak/http-timer,@szmarczak/http-timer,npm,unknown,few-large,0,0,accept,,99.7% of usage flows through got-cjs. Code is stable and low-risk; pin the version. Direct dependents can inline the 643 lines if needed.,llm,0.8,896216,got-cjs,643,15,0,0,https://github.com/szmarczak/http-timer
pkg:npm/url,url,npm,dormant,broad,0,0,switch,,"This is a polyfill for Node.js's url module; migrate to the built-in module (require('url')) on Node 10+. For projects supporting older versions, accept and pin the version—it's stable with minimal dependencies.",llm,0.88,895914,,2469,219,0,0,https://github.com/defunctzombie/node-url
pkg:npm/object-copy,object-copy,npm,unknown,broad,0,0,switch,,"Small utility for copying object properties and descriptors, unmaintained for 8+ years but stable. Modern JavaScript (Object.assign, Object.getOwnPropertyDescriptors, Object.defineProperty) handles its use cases; dependents should migrate to native methods.",llm,0.75,895611,static-extend,395,20,0,0,https://github.com/jonschlinkert/object-copy
pkg:npm/available-typed-arrays,available-typed-arrays,npm,dormant,broad,0,0,vendor,,"This small, stable utility is better owned locally than maintained as a dormant external dependency. Dependents should copy the code directly; the typed array detection logic is simple enough to inline if preferred.",llm,0.7,895160,is-callable,347,2,0,0,https://github.com/inspect-js/available-typed-arrays
pkg:npm/lz-string,lz-string,npm,dormant,broad,0,0,accept,,"Stable, battle-tested compression library with zero runtime dependencies and small footprint. No active maintenance needed; pin the version and monitor for security advisories.",llm,0.85,895003,@types/lz-string,1265,285,0,0,https://github.com/pieroxy/lz-string
pkg:npm/agentkeepalive,agentkeepalive,npm,dormant,broad,0,0,accept,,"Stable, focused utility with minimal dependencies. 890k+ repos depend on it; pin the version and monitor for CVEs rather than coordinate a mass migration. Node.js improvements have reduced but not eliminated the value it adds.",llm,0.76,890672,http-terminator,337,49,0,0,https://github.com/node-modules/agentkeepalive
pkg:npm/temp-dir,temp-dir,npm,unknown,inlineable,0,0,vendor,,This package is unmaintained but trivial—essentially a one-liner wrapper around fs.realpathSync(os.tmpdir()). Dependents can safely vendor this directly into their codebase to eliminate the dependency entirely.,llm,0.9,889505,moment-locales-webpack-plugin,130,0,0,0,https://github.com/sindresorhus/temp-dir
pkg:npm/immediate,immediate,npm,unknown,inlineable,0,0,vendor,,"At 167 lines, this microtask scheduler is trivial to inline into any project that needs it. Modern code should use native queueMicrotask (all modern browsers/Node.js 11+) or process.nextTick instead; the main user (lie, a Promise polyfill) is superseded by modern JavaScript.",llm,0.85,888684,lie,167,22,0,0,https://github.com/calvinmetcalf/immediate
pkg:npm/es6-weak-map,es6-weak-map,npm,unknown,few-large,1,0,switch,,Native WeakMap has been standard in all JavaScript runtimes since 2015. Dependents should use native WeakMap directly and remove this polyfill dependency.,llm,0.95,888066,memoizee,344,25,0,0,https://github.com/medikoo/es6-weak-map
pkg:npm/mimic-response,mimic-response,npm,unknown,broad,0,0,accept,,"Stable utility (305 LOC, zero deps) unchanged for 2.5 years—mature, not abandoned. Pin the version; no urgency to replace it.",llm,0.87,887171,clone-response,305,9,0,0,https://github.com/sindresorhus/mimic-response
pkg:npm/reflect-metadata,reflect-metadata,npm,dormant,broad,0,0,accept,,"reflect-metadata is stable and foundational to TypeScript's decorator ecosystem. With 886k dependent repos and no viable replacement, pinning the version and accepting the dormancy risk is the practical choice.",llm,0.8,886822,,6833,718,0,0,https://github.com/rbuckton/reflect-metadata
pkg:npm/ts-node,ts-node,npm,dormant,kitchen-sink,0,1,switch,pkg:npm/tsx,"tsx is actively maintained and provides TypeScript execution with ESM and REPL support. Most projects can switch directly, though those with complex ts-node configurations should verify compatibility.",llm,0.8,883542,,8405,988,0,0,https://github.com/typestrong/ts-node
pkg:npm/assign-symbols,assign-symbols,npm,dead,inlineable,0,0,accept,,"94 lines of logic, zero runtime deps, closed API. Safe to pin indefinitely. Symbol assignment is rare in modern JavaScript. Inlining is trivial if you want to drop the dependency.",llm,0.78,871923,extend-shallow,395,11,0,0,https://github.com/jonschlinkert/assign-symbols
pkg:npm/resolve.exports,resolve.exports,npm,dormant,broad,0,0,accept,,"Dormant packages with massive adoption often indicate stable, working code filling a canonical niche. Pin the version, and monitor for any Node.js exports spec changes that might require updating.",llm,0.85,864584,eslint-import-resolver-exports,163,72,0,0,https://github.com/lukeed/resolve.exports
pkg:npm/mz,mz,npm,unknown,broad,1,0,switch,,"Modern Node.js natively provides promise-based APIs for all modules mz wraps (fs.promises, native crypto promises, etc.). Migrate to native equivalents instead of maintaining this 8-year-stale wrapper.",llm,0.9,864353,co,532,13,0,0,https://github.com/normalize/mz
pkg:npm/has-property-descriptors,has-property-descriptors,npm,dormant,broad,0,0,accept,,Dormant but minimal risk. Detects property descriptor support via stable ES5 feature checks unlikely to require updates. Pin to latest and proceed.,llm,0.85,859436,set-function-length,274,2,0,0,https://github.com/inspect-js/has-property-descriptors
pkg:npm/class-utils,class-utils,npm,unknown,broad,0,0,switch,pkg:npm/lodash,"Provides basic utility methods (has, hasAll, arrayify, hasConstructor) that overlap significantly with lodash and modern JS built-ins. With 856K dependents across the ecosystem, a distributed migration to maintained alternatives is more practical than finding a steward.",llm,0.7,856124,react-native-hijri-test,1222,41,0,0,https://github.com/jonschlinkert/class-utils
pkg:npm/promise-retry,promise-retry,npm,dormant,broad,0,1,accept,,Dormant for ~6 years but stable code proven across 852k dependent repos with no reported issues. Pin the version; no urgent migration needed.,llm,0.85,852861,electron-installer-debian,389,13,0,0,https://github.com/indigounited/node-promise-retry
pkg:npm/pkg-up,pkg-up,npm,dormant,broad,0,0,accept,,"pkg-up is functionally complete: 158 lines of stable code that walks up the directory tree to find package.json. Pin the version. If consolidating dependencies, pkg-up already depends on find-up-simple, which can replace it.",llm,0.9,849427,react-dev-utils,158,0,0,0,https://github.com/sindresorhus/pkg-up
pkg:npm/through2,through2,npm,dead,broad,0,0,accept,,Stable v4 with 5+ years of production use and no known vulnerabilities. Too distributed (849k repos) to coordinate migration. Pin the version and carry forward.,llm,0.9,849057,,1449,128,0,0,https://github.com/rvagg/through2
pkg:npm/err-code,err-code,npm,unknown,broad,0,0,accept,,"Mature, proven code at massive scale with zero runtime dependencies. Pin it and accept the stability gain from battle-tested error handling. Reinventing this gains nothing.",llm,0.9,846998,promise-retry,373,6,0,0,https://github.com/indigounited/js-err-code
pkg:npm/any-promise,any-promise,npm,unknown,broad,0,0,switch,,This package abstracted over Promise implementations when multiple existed. Native Promises are now standard in all modern JavaScript runtimes. Direct dependents should migrate to using global Promise; transitive dependents will naturally update as upstream packages drop this dependency.,llm,0.85,841679,thenify,781,49,0,0,https://github.com/kevinbeaty/any-promise
pkg:npm/har-schema,har-schema,npm,unknown,broad,0,0,accept,,"Stable JSON Schema for the HTTP Archive format specification, frozen for 9 years because the underlying spec itself hasn't changed. 841K dependent repos suggests it's become a canonical reference. Pin versions and treat as a standard rather than maintained code.",llm,0.75,841087,har-validator,595,0,0,0,https://github.com/ahmadnassri/har-schema
pkg:npm/hash.js,hash.js,npm,unknown,broad,0,0,accept,,Cryptographic hashing library proven stable across 841k dependent repos—too widely distributed for adoption. Code is well-vetted and unchanged for 7+ years; accept with version pinning and security monitoring.,llm,0.75,841002,hmac-drbg,1120,115,0,0,https://github.com/indutny/hash.js
pkg:npm/humanize-ms,humanize-ms,npm,dormant,inlineable,0,0,vendor,,Only 12 lines of code in a single file. Dependents should copy the implementation directly and drop the dependency. The trivial surface eliminates maintenance risk entirely.,llm,0.95,840243,egg-schedule,12,4,0,0,https://github.com/node-modules/humanize-ms
pkg:npm/has-proto,has-proto,npm,dormant,broad,0,0,accept,,"Small, stable feature detection utility for __proto__ with no breaking-change surface; acceptable to pin and depend on despite dormancy.",llm,0.8,840101,deep-equal,408,29,0,0,https://github.com/inspect-js/has-proto
pkg:npm/typedarray,typedarray,npm,unknown,broad,0,0,switch,,TypedArray is natively supported in all modern JavaScript environments. Most dependents can drop this 13-year-old unmaintained polyfill entirely; only projects with strict ES5-only requirements might retain it.,llm,0.88,830363,concat-stream,787,120,0,0,https://github.com/es-shims/typedarray
pkg:npm/through,through,npm,dead,broad,1,0,switch,pkg:npm/through2,Through2 is actively maintained and largely API-compatible; it extends through for modern Node.js. Per-project migration is the viable path given the scale of dependents.,llm,0.85,829588,,394,19,0,0,https://github.com/dominictarr/through
pkg:npm/thenify-all,thenify-all,npm,unknown,few-large,0,0,vendor,,Nearly all usage flows through mz. The 211-line codebase is stable and self-contained; trivial to vendor into dependents that want to drop the external dependency.,llm,0.85,826147,mz,211,10,0,0,https://github.com/thenables/thenify-all
pkg:npm/browserify-aes,browserify-aes,npm,unknown,broad,1,1,switch,pkg:npm/crypto-browserify,browserify-aes is the AES shim from the browserify era and reaches 824k repos mostly as transitive deps through webpack/browserify tooling. Direct dependents should switch to the maintained crypto-browserify polyfill; transitive users should update their build chains to modern tooling.,llm,0.85,824929,browserify-cipher,2145,128,0,0,https://github.com/crypto-browserify/browserify-aes
pkg:npm/functional-red-black-tree,functional-red-black-tree,npm,dead,broad,0,0,accept,,"Stable data structure with broad but fragmented adoption. Low risk to pin—no transitive unmaintained dependencies, and red-black tree implementations are well-understood. Switching from a project dependency is higher friction than accepting the unmaintained status.",llm,0.75,823559,memdown,1495,217,0,0,https://github.com/mikolalysenko/functional-red-black-tree
pkg:npm/react-transition-group,react-transition-group,npm,dormant,broad,0,2,switch,pkg:npm/framer-motion,"Switch to a maintained animation library like framer-motion. The 862 LOC codebase is focused enough that migration is practical, and it avoids the risk of two dead transitive dependencies.",llm,0.78,820354,,862,113,0,0,https://github.com/reactjs/react-transition-group
pkg:npm/create-hmac,create-hmac,npm,unknown,broad,0,1,accept,,"Foundational browserify crypto shim with 8+ years of stable, unmaintained code. Pinning the version and accepting minimal ongoing risk is more practical than ecosystem-wide replacement coordination.",llm,0.85,819567,drbg.js,212,13,0,0,https://github.com/crypto-browserify/createhmac
pkg:npm/stream-browserify,stream-browserify,npm,dormant,broad,0,0,switch,pkg:npm/readable-stream,"stream-browserify is a thin wrapper around the maintained readable-stream package, included primarily through bundler configuration. Dependents should migrate directly to readable-stream, or remove the dependency if using modern bundlers that handle streams natively.",llm,0.85,818738,,290,13,0,0,https://github.com/browserify/stream-browserify
pkg:npm/acorn-jsx,acorn-jsx,npm,dormant,broad,0,0,accept,,"Stable codebase that hasn't needed updates because JSX spec requirements are stable. Pin the version; if a security issue emerges, fork it rather than switching parsers.",llm,0.85,817417,,5631,176,0,0,https://github.com/acornjs/acorn-jsx
pkg:npm/asn1.js,asn1.js,npm,dormant,broad,0,0,accept,,Foundational ASN.1/DER encoder with dormancy spanning 5+ years but stable track record. Widely depended on across the ecosystem with no single replacement; pinning and monitoring for security advisories is the only practical large-scale approach.,llm,0.72,814933,asn1.js-rfc5280,1385,336,0,0,https://github.com/indutny/asn1.js
pkg:npm/browserify-zlib,browserify-zlib,npm,unknown,broad,0,0,accept,,"Stable zlib emulation wrapping maintained pako; browserify itself is legacy. Pin the version and understand new projects should use modern bundlers (webpack, vite) instead.",llm,0.85,810875,node-libs-browser,818,162,0,0,https://github.com/devongovett/browserify-zlib
pkg:npm/jsonpointer,jsonpointer,npm,dormant,broad,0,0,vendor,,"Dormant since 2021 but stable: a 384-line RFC 6901 implementation with zero runtime dependencies is straightforward to vendor into projects that directly depend on it, removing coordination risk.",llm,0.8,796865,@stoplight/better-ajv-errors,384,41,0,0,https://github.com/janl/node-jsonpointer
pkg:npm/os-tmpdir,os-tmpdir,npm,dead,broad,1,0,switch,,Replace with Node.js built-in `os.tmpdir()`. This was a version polyfill for Node 0.8–3; the built-in has been stable since v4.,llm,0.97,796790,osenv,153,7,0,0,https://github.com/sindresorhus/os-tmpdir
pkg:npm/diffie-hellman,diffie-hellman,npm,unknown,broad,0,1,accept,,Pure-JS Diffie-Hellman hasn't changed in 8 years—269 lines of tested crypto code that has no maintained drop-in replacement. Pin the version and monitor for security advisories; the maintenance burden is minimal because the algorithm doesn't evolve.,llm,0.9,796557,@eliteswap/v2-core,269,51,0,0,https://github.com/crypto-browserify/diffie-hellman
pkg:npm/for-each,for-each,npm,dormant,broad,0,0,accept,,"A small, stable utility with no active vulnerabilities—pin the version. Migrating across 794K repos isn't practical; modern code can use native Array.forEach and Object.entries() for new work.",llm,0.85,794514,define-data-property,511,23,0,0,https://github.com/raynos/for-each
pkg:npm/JSONStream,JSONStream,npm,dead,broad,1,2,vendor,,"JSONStream is archived with 7.5 years of inactivity, but the code is tiny (5KB) and self-contained. Vendor it into your project to drop the dead dependency—the maintenance surface is minimal.",llm,0.85,794191,insert-module-globals,5268,104,0,0,https://github.com/dominictarr/jsonstream
pkg:npm/react-redux,react-redux,npm,dormant,broad,0,0,accept,,"React Redux is the official Redux bindings with 792k dependent repos; despite dormant signals, it's a stable, mature library where switching wholesale is impractical and carries more risk than pinning the current version. Monitor for React compatibility issues on major upgrades.",llm,0.82,792315,,1922,229,0,0,https://github.com/reduxjs/react-redux
pkg:npm/public-encrypt,public-encrypt,npm,unknown,broad,0,1,accept,,"Small, well-tested crypto library serving 791k repos; version pinning is practical. One dead transitive dependency poses supply chain risk—audit and update transitive deps if possible.",llm,0.7,791978,native-crypto,454,59,0,0,https://github.com/crypto-browserify/publicencrypt
pkg:npm/ent,ent,npm,dead,broad,0,0,switch,pkg:npm/he,"HTML entity encoding is security-relevant and this package has no maintenance signal. Switch to `he` or `html-entities` (both maintained, drop-in replacements). Inlining the 237 lines of logic is possible but requires bundling the large WHATWG entity table, making a maintained dependency preferable.",llm,0.85,789870,dom-serialize,13075,35,0,0,https://github.com/ljharb/ent
pkg:npm/basic-auth,basic-auth,npm,dormant,broad,0,1,accept,,"Basic auth parsing is stable, standardized functionality that hasn't changed in decades. Pin to the last release and monitor.",llm,0.87,788900,stream-http,283,14,0,0,https://github.com/jshttp/basic-auth
pkg:npm/react-lifecycles-compat,react-lifecycles-compat,npm,dormant,broad,0,0,switch,,Temporary polyfill for React's 2018 lifecycle deprecation. React 17+ doesn't support these methods; the transition is complete and function components with hooks are now standard. Upgrade React and refactor components.,llm,0.8,786273,react-json-view,1017,25,0,0,https://github.com/reactjs/react-lifecycles-compat
pkg:npm/common-path-prefix,common-path-prefix,npm,unknown,inlineable,0,0,vendor,,"At 155 lines with zero dependencies, inlining this small utility is more maintainable than carrying an unmaintained package. The dominant dependent (@umijs/react-refresh-webpack-plugin) is experimental—migrating to a maintained refresh solution is the real path forward.",llm,0.88,785447,@umijs/react-refresh-webpack-plugin,155,8,0,0,https://github.com/novemberborn/common-path-prefix
pkg:npm/event-emitter,event-emitter,npm,unknown,broad,0,0,switch,pkg:npm/events,Last release in 2016. Migrate to Node.js built-in EventEmitter or npm:events polyfill; projects using the functional application pattern may need to vendor instead.,llm,0.8,783671,es6-iterator,820,61,0,0,https://github.com/medikoo/event-emitter
pkg:npm/p-finally,p-finally,npm,dead,inlineable,0,0,switch,,Promise.finally() is native in all modern runtimes; remove the dependency or migrate to the native implementation.,llm,0.95,782912,with-open-file,160,0,0,0,https://github.com/sindresorhus/p-finally
pkg:npm/stream-http,stream-http,npm,dead,broad,0,1,accept,,Stable polyfill with no drop-in replacement; modern browsers use fetch and new code avoids the Node API. Pin versions and accept legacy risk.,llm,0.85,781294,node-libs-browser,505,111,0,0,https://github.com/jhiesey/stream-http
pkg:npm/graphemer,graphemer,npm,dead,broad,1,0,accept,,"Graphemer is feature-complete code that solves Unicode grapheme splitting with no known bugs. Pin the version and move on—this is mature software, not an ongoing risk.",llm,0.85,780852,@ones-editor/editor,8817,5782,0,0,https://github.com/flmnt/graphemer
pkg:npm/pako,pako,npm,dormant,broad,0,0,switch,,Compression algorithms are stable; pako's three-year dormancy poses minimal technical risk. Node.js projects should migrate to native zlib. Browser and isomorphic projects should use maintained alternatives like fflate.,llm,0.85,779528,,3793,851,0,0,https://github.com/nodeca/pako
pkg:npm/restore-cursor,restore-cursor,npm,unknown,broad,0,0,accept,,"A small, stable utility with massive but fragmented dependence—the ecosystem's best move is to pin it and move on. The risk of unmaintained code is proportional to complexity and attack surface; this has neither.",llm,0.85,777868,3.0.0,167,0,0,0,https://github.com/sindresorhus/restore-cursor
pkg:npm/domain-browser,domain-browser,npm,dormant,broad,0,0,vendor,,"785-line polyfill with zero runtime deps and 776k dependents. Small enough to copy into projects; vendoring avoids maintenance-gap risk for a stable, bounded API. Most codebases should migrate to native Promise/async-await error handling, but that's a larger refactor than vendoring.",llm,0.85,776804,node-libs-browser,785,12,0,0,https://github.com/bevry/domain-browser
pkg:npm/rfdc,rfdc,npm,dormant,broad,0,0,switch,,"rfdc hasn't released in 685 days with no active maintenance. With 773K dependent repos, a wholesale switch is needed. Use native structuredClone() for modern targets; pkg:npm/lodash.clonedeep or similar maintained packages cover older environments.",llm,0.87,773148,log4js,1074,117,0,0,https://github.com/davidmarkclements/rfdc
pkg:npm/miller-rabin,miller-rabin,npm,dead,broad,0,0,accept,,Miller-Rabin is a stable mathematical algorithm; pin the version and accept the low risk. 83 lines with 8.5 years of transitive usage is strong evidence the implementation is sound.,llm,0.85,769484,diffie-hellman,83,22,0,0,https://github.com/indutny/miller-rabin
pkg:npm/get-value,get-value,npm,dormant,broad,0,0,switch,pkg:npm/lodash,"With 764k dependents across the ecosystem, no single maintainer can adopt this. Switch to lodash for new projects (actively maintained, equivalent API). Existing code can pin the current version—dormancy doesn't indicate instability, just lack of ongoing development.",llm,0.78,764720,has-value,5020,287,0,0,https://github.com/jonschlinkert/get-value
pkg:npm/strip-eof,strip-eof,npm,unknown,inlineable,0,0,vendor,,Unmaintained since 2019 with zero dependencies and 177 LOC. Copy the code directly rather than maintain a dependency on an abandoned package.,llm,0.89,764107,@heroku-cli/plugin-pg-v5,177,3,0,0,https://github.com/sindresorhus/strip-eof
pkg:npm/base,base,npm,unknown,broad,0,0,accept,,Stable foundation library with broad ecosystem usage and no drop-in replacement. Pin the version and accept the maintenance risk.,llm,0.85,762347,to-object-path,1436,16,0,0,https://github.com/node-base/base
pkg:npm/cache-base,cache-base,npm,unknown,broad,0,2,accept,,Stable utility unchanged for 4+ years; main risk is 2 dead transitive dependencies. Pinning the version is safe for most projects.,llm,0.78,762323,base,1340,27,0,0,https://github.com/jonschlinkert/cache-base
pkg:npm/%40leichtgewicht/ip-codec,@leichtgewicht/ip-codec,npm,unknown,few-large,0,0,vendor,,"99.2% of dependents route through dns-packet (73.6M downloads). The 625-line codec with zero dependencies is small and stable enough to vendor directly into dns-packet, eliminating the chain.",llm,0.88,761913,dns-packet,625,63,0,0,https://github.com/martinheidegger/ip-codec
pkg:npm/bonjour-service,bonjour-service,npm,dormant,few-large,0,1,vendor,,"At 771 lines with no native code and minimal dependencies, vendoring is practical. This eliminates the maintenance risk entirely and is simpler than switching to an alternative.",llm,0.8,759269,ewelink-api-next,771,176,0,0,https://github.com/onlxltd/bonjour-service
pkg:npm/cli-cursor,cli-cursor,npm,unknown,broad,0,0,vendor,,"191-LOC cursor control utility stable since last release 641 days ago; small enough to copy inline, eliminates transitive dependency burden across 756k dependent repos.",llm,0.85,756236,listr-verbose-renderer,191,5,0,0,https://github.com/sindresorhus/cli-cursor
pkg:npm/duplexify,duplexify,npm,unknown,broad,0,0,accept,,Stable utility with minimal maintenance burden; 753k dependents are too distributed to coordinate a switch. Pinning the current version avoids exposure to future maintenance gaps.,llm,0.85,753415,stream-events,616,67,0,0,https://github.com/mafintosh/duplexify
pkg:npm/pinkie-promise,pinkie-promise,npm,unknown,broad,0,0,accept,,"Promise is natively available in all supported Node/browser runtimes. Most dependents likely have this as a transitive dependency from older packages; it's stable and will not break, but represents obsolete polyfill logic. Deprioritize in remediation efforts.",llm,0.92,751452,pify,88,2,0,0,https://github.com/floatdrop/pinkie-promise
pkg:npm/path-browserify,path-browserify,npm,unknown,broad,0,0,switch,pkg:npm/pathe,"Unmaintained for 6+ years but stable—the Node.js path API rarely changes. Modern bundlers auto-polyfill this; for explicit needs, switch to pathe (maintained by unjs).",llm,0.85,745742,,1271,166,0,0,https://github.com/browserify/path-browserify
pkg:npm/fd-slicer,fd-slicer,npm,unknown,few-large,0,0,vendor,,"98.5% of usage is from yauzl-clone; remaining dependents are minor S3 client variants. At 815 LOC with minimal dependencies, consumers should inline the code rather than depend on unmaintained code.",llm,0.92,743324,yauzl-clone,815,65,0,0,https://github.com/andrewrk/node-fd-slicer
pkg:npm/pend,pend,npm,unknown,few-large,0,0,vendor,,One package (fd-slicer) accounts for 99% of downloads. Direct dependents should vendor the 251-line callback queue into their own codebase rather than carry this 11-year-old unmaintained dependency.,llm,0.87,742033,fd-slicer,251,11,0,0,https://github.com/andrewrk/node-pend
pkg:npm/buffer-equal-constant-time,buffer-equal-constant-time,npm,dead,alternative,1,0,switch,,Use Node.js's built-in crypto.timingSafeEqual instead. It provides constant-time buffer comparison and has been available since Node 6.,llm,0.85,732467,mongoose-encryption,129,4,0,0,https://github.com/goinstant/buffer-equal-constant-time
pkg:npm/fast-diff,fast-diff,npm,dormant,broad,0,0,vendor,,"Zero dependencies and stable algorithm make this practical to inline. With 731K scattered dependents, each project managing its own copy of a 1,400-line utility avoids dependency coordination overhead.",llm,0.87,731517,quill-delta,1427,240,0,0,https://github.com/jhchen/fast-diff
pkg:npm/ecdsa-sig-formatter,ecdsa-sig-formatter,npm,dormant,few-large,0,1,vendor,,"Stable, minimal code (160 LOC) that converts between fixed cryptographic standards. `njwt` owns 96.9% of downloads—should inline it rather than carry external dependency.",llm,0.9,731001,njwt,160,26,0,0,https://github.com/brightspace/node-ecdsa-sig-formatter
